name,district_id,school_number,tea_id,school_type,postal_code,gmap_lat,gmap_lng,gmap_addr
Hickey Elementary School,43910,143,43910143,Elementary School,75074,33.051389,-96.648381,"Hickey Elementary School, 4100 Coldwater Creek Lane, Plano, TX 75074"
Wyatt Elementary School,43910,144,43910144,Elementary School,75025,33.100085,-96.768168,"Wyatt Elementary School, 8900 Coit Road, Plano, TX 75025"
Hunt Elementary School,43910,145,43910145,Elementary School,75094,33.039725,-96.621245,"Hunt Elementary School, 415 Oriole Drive, Murphy, TX 75094"
Schell Elementary School,43910,148,43910148,Elementary School,75082,33.001481,-96.624040,"Schell Elementary School, 5301 East Renner Road, Richardson, TX 75082"
Barron Elementary School,43910,149,43910149,Elementary School,75074,33.040512,-96.690851,"Barron Elementary School, 3300 P Avenue, Plano, TX 75074"
Beaty Early Childhood School,43910,160,43910160,Kindergarten,75093,33.022642,-96.778889,"Beaty Early Childhood School, 1717 Nevada Drive, Plano, TX 75093"
Pearson Early Childhood School,43910,161,43910161,Kindergarten,75023,33.052122,-96.704659,"Pearson Early Childhood School, 4000 Eagle Pass, Plano, TX 75023"
Isaacs Early Childhood School,43910,165,43910165,Kindergarten,75074,33.043574,-96.660740,"Isaacs Early Childhood School, 3400 East Parker Road, Plano, TX 75074"
Head Start,43910,213,43910213,Kindergarten,75074,33.023525,-96.676984,"Head Start, 1600 Rigsbee Drive, Plano, TX 75074"
Anthony High School,071906,001,071906001,High School,79821,31.992313,-106.596190,"Anthony High School, 825 Wildcat Drive, Anthony, TX 79821"
Anthony Middle School,071906,041,071906041,Middle School,79821,31.995393,-106.600739,"Anthony Middle School, 610 South 6th Street, Anthony, TX 79821"
Anthony Elementary School,071906,101,071906101,Elementary School,79821,31.996057,-106.601908,"Anthony Elementary School, 525 Poplar Street, Vinton, TX 79821"
Robinson High School,161922,001,161922001,High School,76706,31.465957,-97.121836,"Robinson High School, 500 W Lyndale Ave, Robinson, TX 76706"
Opportunity Learning Center,161922,002,161922002,High School,76710,31.538820,-97.150713,"Opportunity Learning Center, 2601 Franklin Avenue, Waco, TX 76710"
Robinson Jr. High,161922,041,161922041,Middle School,76706,31.466035,-97.121817,"Robinson Jr. High, 410 W. Lyndale, Robinson, TX 76706"
Robinson Primary,161922,101,161922101,Elementary School,76706,31.466135,-97.121919,"Robinson Primary School, 541 Old Robinson Road, Robinson, TX 76706"
Robinson Elementary,161922,102,161922102,Elementary School,76706,31.480291,-97.123593s,"Robinson Elementary, 151 Peplow, Robinson, TX 76706"
Robinson Intermediate,161922,103,161922103,Multilevel School,76706,31.465962,-97.121858,"Robinson Intermediate, 500 West Lyndale, Robinson, TX 76706"
Socorro High School,071909,001,071909001,High School,79927,31.659678,-106.291907,"Socorro High School, 10150 Morocco Circle, El Paso, TX 79927"
Montwood High School,071909,002,071909002,High School,79936,31.762249,-106.276492,"Montwood High School,2000 Montwood, El Paso, TX 79936"
KEYS Academy,071909,003,071909003,Elementary School,79927,31.652932,-106.292135,"KEYS Academy, 313 South Rio Vista Road, Socorro, TX 79927"
Americas High School,071909,004,071909004,High School,79936,31.729849,-106.277420,"Americas High School, 12101 Pellicano Drive, El Paso, TX 79936"
El Dorado High School,071909,005,071909005,High School,79938,31.793382,-106.258234,"El Dorado High School?, 12401 Edgemere Boulevard, El Paso, TX 79938"
Mission Early College HS,071909,007,071909007,High School,79927,31.679023,-106.265240,"Mission Early College High School?, 10700 Gateway East Blvd, El Paso, TX 79927"
Eastlake High School,071909,008,071909008,High School,79928,31.696989,-106.238394,"Eastlake High School, 13000 Emerald Pass Av., El Paso, TX 79928"
Options High School,071909,009,071909009,High School,79928,31.706462,-106.273421,"Options High School, 12380 Pine Springs Drive, El Paso, TX 79928"
El Dorado 9th Grade Academy,071909,010,071909010,High School,79938,31.780541,-106.220595,"El Dorado 9th Grade Academy, 14400 Pebble Hills Boulevard, El Paso, TX 79938"
Socorro Middle School,071909,041,071909041,Middle School,79927,31.637697,-106.285552,"Socorro Middle, 321 Bovee Road, El Paso, TX 79927"
Salvador H. Sanchez Middle School,071909,042,071909042,Middle School,79927,31.657678,-106.282575,"Salvador H. Sanchez Middle, 321 North Rio Vista Road, El Paso, TX 79927"
Slider Middle School,071909,043,071909043,Middle School,79936,31.763138,-106.285531,"William D. Slider Middle, 11700 School Lane, El Paso, TX 79936"
Capt Walter E. Clarke Middle,071909,044,071909044,Middle School,79936,31.736521,-106.272080,"Capt. Walter E. Clarke Middle, 1515 Bob Hope Drive, El Paso, TX 79936"
Montwood Middle School,071909,045,071909045,Middle School,79936,31.782001,-106.281285,"Montwood Middle, 11710 Pebble Hills Boulevard, El Paso, TX 79936"
Col. John O. Ensor Middle School,071909,046,071909046,Middle School,79928,31.696830,-106.216963,"Col. John O. Ensor Middle, 13600 Ryderwood Avenue, El Paso, TX 79928"
Sun Ridge Middle School,071909,047,071909047,Middle School,79936,31.772848,-106.252352,"Sun Ridge Middle, 2200 Sun Country Drive, El Paso, TX 79936"
Spc Rafael Hernando III Middle,071909,048,071909048,Middle School,79938,31.792534,-106.241224,"Spc. Rafael Hernando III Middle, 3451 Rich Beem Boulevard, El Paso, TX 79938"
Robert R. Rojas Elementary,071909,101,071909101,Elementary School,79927,31.633349,-106.253548,"Robert R. Rojas Elementary, 500 Bauman Road, El Paso, TX 79927"
H.D. Hilley Elementary,071909,102,071909102,Elementary School,79927,31.662110,-106.270610,"H.D. Hilley Elementary, 693 North Rio Vista Road, El Paso, TX 79927"
OShea Keleher Elementary,071909,103,071909103,Elementary School,79936,31.765120,-106.290085,"OShea Keleher Elementary, 1800 Leroy Bonse Drive, El Paso, TX 79936"
Campestre Elementary,071909,104,071909104,Elementary School,79927,31.619483,-106.283476,"Campestre Elementary, 11399 Socorro Road, El Paso, TX 79927"
Horizon Heights Elementary,071909,105,071909105,Elementary School,79928,31.698318,-106.216748,"Horizon Heights Elementary, 13601 Ryderwood Ave, El Paso, TX 79928"
Vista Del Sol Elementary,071909,106,071909106,Elementary School,79936,31.750499,-106.289002,"Vista del Sol Elementary, 11851 Vista Del Sol Drive, El Paso, TX 79936"
Hueco Elementary School,071909,107,071909107,Elementary School,79927,31.666803,-106.288162,"Hueco Elementary, 300 Old Hueco Tanks Road, El Paso, TX 79927"
Myrtle Cooper Elementary,071909,109,071909109,Elementary School,79936,31.740488,-106.292993,"Myrtle Cooper Elementary, 1515 Rebecca Ann Drive, El Paso, TX 79936"
Escontrias Early Childhood,071909,110,071909110,Kindergarten,79927,31.650607,-106.288047,"Escontrias Early Childhood Center, 10400 Alameda Avenue, Socorro, TX 79927"
Escontrias Elementary,071909,111,071909111,Elementary School,79927,31.652130,-106.291134,"Escontrias Elementary, 205 Buford Road, El Paso, TX 79927"
Benito Martinez Elementary,071909,112,071909112,Elementary School,79936,31.776713,-106.287178,"Benito Martinez Elementary, 2640 Robert Wynn Street, El Paso, TX 79936"
Sierra Vista Elementary,071909,113,071909113,Elementary School,79936,31.735376,-106.271999,"Sierra Vista Elementary, 1501 Bob Hope Drive, El Paso, TX 79936"
Helen Ball Elementary,071909,114,071909114,Elementary School,79936,31.762876,-106.271774,"Helen Ball Elementary, 1950 Firehouse Drive, El Paso, TX 79936"
Elfida P Chavez Elementary,071909,115,071909115,Elementary School,79936,31.781504,-106.279992,"Elfida P. Chavez Elementary, 11720 Pebble Hills Boulevard, El Paso, TX 79936"
Jane A. Hambric School,071909,116,071909116,Multilevel School,79936,31.796220,-106.278152,"Jane A. Hambric School, 3535 Nolan Richardson Drive, El Paso, TX 79936"
Ernesto Serna School,071909,117,071909117,Multilevel School,79927,31.625029,-106.263647,"Ernesto Serna School, 11471 Alameda Ave, Socorro, TX 79927"
Keys Elementary School,071909,118,071909118,Elementary School,79936,31.753993,-106.293862,"Keys Elementary Alternative, 11551 Jim Ferriell Drive, El Paso, TX 79936"
Lujan-Chavez Elementary,071909,119,071909119,Elementary School,79938,31.772399,-106.253656,"Lujan-Chavez Elementary, 2200 Sun Country Drive, El Paso, TX 79938"
Desert Wind School,071909,120,071909120,Multilevel School,79928,31.648472,-106.227169,"Desert Wind School, 1100 Colina De Paz Dr., El Paso, TX 79928"
Loma Verde Elementary,071909,121,071909121,Elementary School,79936,31.714248,-106.281947,"Loma Verde Elementary, 12150 Ted Houghton Drive, El Paso, TX 79936"
Bill Sybert School,071909,122,071909122,Multilevel School,79936,31.791050,-106.292078,"Bill Sybert School, 11530 Edgmere Blvd., El Paso, TX 79936"
Paso del Norte Elementary,071909,123,071909123,Elementary School,79938,31.784673,-106.260517,"Paso Del Norte School, 12300 Tierra Este Road, El Paso, TX 79938"
John Drugan School,071909,124,071909124,Multilevel School,79928,31.729080,-106.257778,"John Drugan School, 12451 Pellicano Drive, El Paso, TX 79928"
Hurshel Antwine Elementary,071909,125,071909125,Elementary School,79938,31.802936,-106.246406,"Hurshel Antwine Elementary, 3830 Rich Beem Boulevard, El Paso, TX 79938"
Dr. Sue A. Shook Elementary,071909,126,071909126,Elementary School,79928,31.710845,-106.212226,"Dr. Sue A. Shook Elementary, 13777 Paseo Del Este Blvd., El Paso, TX 79928"
SGT Roberto Ituarte Elementary,071909,127,071909127,Elementary School,79938,31.791565,-106.242259,"Sgt. Roberto Ituarte Elementary, 12860 Tierra Sonora Drive, El Paso, TX 79938"
Chester E Jordan Elementary,071909,128,071909128,Elementary School,79938,31.802038,-106.235178,"Chester E. Jordan Elementary, 13995 Jason Crandall Drive, El Paso, TX 79938"
Hubbard Middle School,212905,044,212905044,Middle School,75702,32.300458,-95.287173,"Hubbard Middle School, 1300 Hubbard Drive, Tyler, TX 75702"
Moore Middle School,212905,045,212905045,Middle School,75701,32.336088,-95.273904,"Moore Middle School, 1200 S Tipton St, Tyler, TX 75701"
Stewart Middle School,212905,047,212905047,Middle School,75701,32.336591,-95.333288,"Stewart Middle School, 2800 West Shaw Street, Tyler, TX 75701"
Austin Elementary School,212905,101,212905101,Elementary School,75702,32.366875,-95.311895,"Austin Elementary School, 1105 West Franklin Street, Tyler, TX 75702"
Bell Elementary School,212905,102,212905102,Elementary School,75701,32.330762,-95.28409659862518,"Bell Elementary School, 1409 Hankerson Street, Tyler, TX 75701"
Birdwell Elementary School,212905,103,212905103,Elementary School,75701,32.328265,-95.309671,"Birdwell Elementary School, 2010 Taley Ave, Tyler, TX 75701"
Bonner Elementary School,212905,104,212905104,Elementary School,75702,32.348259,-95.290231,"Bonner Elementary School, 235 S Saunders Ave, Tyler, TX 75702"
Clarkston Elementary School,212905,106,212905106,Elementary School,75701,32.319441,-95.261563,"Clarkston Elementary School, 2915 Williamsburg Dr, Tyler, TX 75701"
Dixie Elementary School,212905,107,212905107,Elementary School,75704,32.351253,-95.363841,"Dixie Elementary School, 213 Patton Lane, Tyler, TX 75704"
Douglas Elementary School,212905,108,212905108,Elementary School,75702,32.365488,-95.293012,"Douglas Elementary School, 1508 N Haynie Ave, Tyler, TX 75702"
Owens Elementary School,212905,109,212905109,Elementary School,75703,32.233534,-95.364399,"Owens Elementary School, 11780 County Road 168, Tyler, TX 75703"
Caldwell Elementary Arts Academy,212905,110,212905110,Elementary School,75702,32.348133,-95.302266,"Caldwell Elementary Arts Academy, 331 South College Street, Tyler, TX 75702"
Griffin Elementary School,212905,111,212905111,Elementary School,75702,32.376613,-95.301906,"Griffin Elementary School, 2650 North Broadway Avenue, Tyler, TX 75702"
Jones Elementary School,212905,112,212905112,Elementary School,75702,32.344650,-95.338299,"Jones Elementary School, 3450 Chandler Highway, Tyler, TX 75702"
Orr Elementary School,212905,114,212905114,Elementary School,75702,32.382061,-95.340804,"Orr Elementary School, 3350 Pine Haven Road, Tyler, TX 75702"
Peete Elementary School,212905,115,212905115,Elementary School,75701,32.342305,-95.319225,"Peete Elementary School, 1511 Bellwood Drive, Tyler, TX 75701"
Ramey Elementary School,212905,116,212905116,Elementary School,75702,32.361443,-95.324176,"Ramey Elementary School, 2000 North Forest Avenue, Tyler, TX 75702"
Rice Elementary School,212905,117,212905117,Elementary School,75703,32.292327,-95.307327,"Rice Elementary School, 409 Carriage Drive, Tyler, TX 75703"
Boshears School,212905,118,212905118,Elementary School,75702,32.346222,-95.338368,"Boshears School, 3450 Chandler Highway, Tyler, Texas 75702"
Woods Elementary School,212905,119,212905119,Elementary School,75701,32.316258,-95.291931,"Woods Elementary School, 809 Clyde Drive, Tyler, TX 75701"
Jack Elementary School,212905,125,212905125,Elementary School,75703,32.250941,-95.338655,"Jack Elementary School, 1900 Balsam Gap Lane, Tyler, TX 75703"
St Louis Early Childhood Center,212905,130,212905130,Kindergarten,75701,32.319348,-95.331695,"St Lous Early Childhood Center, 2800 Walton Road, Tyler, TX 75701"
Robert E. Lee High School,212905,001,212905001,High School,75701,32.302142,-95.296322,"Robert E. Lee High School, 411 ESE Loop 323, Tyler, Texas 75701"
John Tyler High School,212905,003,212905003,High School,75702,32.364374,-95.345498,"John Tyler High School, 1120 N Northwest Loop 323, Tyler, TX 75702"
Boulter Middle School,212905,041,212905041,Middle School,75702,32.365762,-95.336070,"Boulter Middle School, 2926 Garden Valley Road, Tyler, TX 75702"
Dogan Middle School,212905,042,212905042,Middle School,75702,32.376145,-95.306410,"Dogan Middle School, 2621 North Border Avenue, Tyler, TX 75702"
Hogg Middle School,212905,043,212905043,Middle School,75702,32.359788,-95.301402,"Hogg Middle School, 920 South Broadway, Tyler, TX 75702"
Juvenile Justice AEP,212905,008,212905008,Multilevel School,75212,32.771196,-96.868359,"Juvenille Justice AEP, 1673 Terre Colony, Dallas, TX 75212"
WISD Alternative Campus,161914,005,161914005,Multilevel School,76706,31.548318,-97.128032,"WISD Alternative Campus, 805 South 8th Street, Waco, TX 76706"
A J Moore Academy,161914,006,161914006,High School,76701,31.562920,-97.133708,"A J Moore Academy, 500 North University Parks Drive, Waco, TX 76701"
Tennyson Middle,161914,044,161914044,Middle School,76710,31.524060,-97.194446,"Tennyson Middle School, 6100 Tennyson Drive, Waco, TX 76710"
Dean Highland Elementary,161914,107,161914107,Elementary School,76707,31.551047,-97.173893,"Dean Highland Elementary, 1800 North 33rd St, Waco, TX 76707"
Viking Hills Elementary,161914,126,161914126,Elementary School,76710,31.528551,-97.212516,"Viking Hills Elementary, 7200 Viking Drive, Waco, TX 76710"
WISD Alternative 2nd Campus,161914,055,161914055,Multilevel School,76706,31.548318,-97.128032,"WISD Alternative Campus, 805 South 8th Street, Waco, TX 76706"
New Tech Odessa,068901,011,068901011,High School,79761,31.870341,-102.379007,"New Tech Odessa, 300 East 29th Street, Odessa, TX 79761"
McMillen High School,043910,011,043910011,High School,75094,33.026964,-96.612254,"McMillen High School, 750 N. Murphy Road, Murphy, TX 75094"
China Spring High School,161920,001,161920001,High School,76633,31.630949,-97.287707,"China Spring High School, 7301 N River Crossing, China Spring, TX 76633"
Connect Center,161920,002,161920002,High School,76703,31.539770,-97.148319,"Connect Center, 2400 Franklin Ave, Waco, TX 76703"
Academic and Character Training,161920,006,161920006,Multilevel School,76703,31.539805,-97.148334,"Academic and Character Training, 2400 Franklin Ave, Waco, TX 76703"
China Spring Middle School,161920,041,161920041,Middle School,76633,31.539805,-97.148334,"China Spring Middle School, 7201 N River Crossing, China Spring, TX 76633"
China Spring Elementary School,161920,102,161920102,Elementary School,76633,31.658324,-97.312190,"China Spring Elementary School, 200 Bob Johnson RD, China Spring, TX 76633"
China Spring Intermediate School,161920,104,161920104,Multilevel School,76708,31.623837,-97.232164,"China Spring Intermediate School, 4001 Flat Rock RD, Waco, TX 76708"
Carver Center,165901,126,165901126,Elementary School,79701,31.999953,-102.059298,"Carver Center, 1300 East Wall Street, Midland, TX 79701"
Fabens High School,071903,001,071903001,High School,79838,31.503901,-106.147035,"Fabens High School, 601 NE Ave G, Fabens, TX 79838"
Fabens Middle School,071903,041,071903041,Middle School,79838,31.505047,-106.145681,"Fabens Middle School, 800 Walker, Fabens, TX 79838"
O'Donnell Elementary,071903,103,071903103,Elementary School,79838,31.498031,-106.156672,"O'Donnell Elementary School, 600 N E 4th, Fabens, TX 79838"
Fabens Elementary,071903,105,071903105,Elementary School,79838,31.499403,-106.146373,"Fabens Elementary School, 1200 Mike Maros, Fabens, TX 79838"
James DeAnda Elementary,101912,383,101912383,Elementary School,77092,29.803002,-95.455608,"James DeAnda Elementary, 4400 West 18th Street Houston, TX 77092"
West High School,161916,001,161916001,High School,76691,31.811746,-97.088081,"West High School, 1008 Jerry Mashek Dr., West, TX 76691"
